Direccion Std,Estatus,Latitud,Longitud
"Municipal Pto A15 0 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mz D Lote 22 0, Ate",No geocodificable,No encontrado,No encontrado
"Mz I Lte 46 . Lucumo 0, Ate",No geocodificable,No encontrado,No encontrado
"Mz. U, L T. 1, Moche",No geocodificable,No encontrado,No encontrado
"Mza. 11 , Lote 24, La Esperanza",No geocodificable,No encontrado,No encontrado
"Mza. 28 , Lote 20, La Esperanza",No geocodificable,No encontrado,No encontrado
"Mza. 57 , Lote 24, La Esperanza",No geocodificable,No encontrado,No encontrado
"Mza. A12 , Lote 28, La Esperanza",No geocodificable,No encontrado,No encontrado
"Mza. D , Lote 2, Viru",No geocodificable,No encontrado,No encontrado
"Mza. G , Lote 13, Viru",No geocodificable,No encontrado,No encontrado
"Mza. M , Lote 4, Viru",No geocodificable,No encontrado,No encontrado
"Mza.B , Lote 22, El Porvenir",No geocodificable,No encontrado,No encontrado
"Mza.H , Lote 17, Interior 18, Trujillo",No geocodificable,No encontrado,No encontrado
"Mza.L1 , Lote 41, Trujillo",No geocodificable,No encontrado,No encontrado
"Mza.M , Lote 8, Moche",No geocodificable,No encontrado,No encontrado
"Mzd Lt-09 Ciudad De Dios ., Guadalupe",No geocodificable,No encontrado,No encontrado
"N . 1468, La Victoria",No geocodificable,No encontrado,No encontrado
"Nazarenas Pto 5, Jesus Nazareno",No geocodificable,No encontrado,No encontrado
"Neptuno 0 24, Ventanilla",No geocodificable,No encontrado,No encontrado
"Ni O Jesus 2, Bellavista",No geocodificable,No encontrado,No encontrado
"Ni O Jesus Pto 57 S/N, Bellavista",No geocodificable,No encontrado,No encontrado
"Ni O Jesus Pto 61 0, Bellavista",No geocodificable,No encontrado,No encontrado
"Nicrupampa 0, Independencia",No geocodificable,No encontrado,No encontrado
"Nueva 0, Santo Tomas",No geocodificable,No encontrado,No encontrado
"Nueva Alta 0, Anta",No geocodificable,No encontrado,No encontrado
"Nueva Esperanza 25, Majes",No geocodificable,No encontrado,No encontrado
"Nueva Generacion Pto. 25 0, La Victoria",No geocodificable,No encontrado,No encontrado
"Nueva Paraditapto.B 13, Ica",No geocodificable,No encontrado,No encontrado
Nuevo Ilo Mz 42 Lt 19,No geocodificable,No encontrado,No encontrado
Nuevo Ilo Mz2  Lt14 0,No geocodificable,No encontrado,No encontrado
Nuevo Ilo Mz- 4   Lt- 8 0,No geocodificable,No encontrado,No encontrado
Nuevo Ilo Mza 3 Lte 11 0,No geocodificable,No encontrado,No encontrado
"Nuevo Ilo Mza 4 Lte ,4 0",No geocodificable,No encontrado,No encontrado
Nuevo Ilo S/N 0,No geocodificable,No encontrado,No encontrado
"Nuevo Mundo 19, Callaria",No geocodificable,No encontrado,No encontrado
"Oco?A 0 24, Majes",No geocodificable,No encontrado,No encontrado
"Odria Sur 0 93, Mala",No geocodificable,No encontrado,No encontrado
"Ollanta 1, Santiago",No geocodificable,No encontrado,No encontrado
"Ollanta 2 2, Santiago",No geocodificable,No encontrado,No encontrado
"Ollantay 8, La Victoria",No geocodificable,No encontrado,No encontrado
"Omega 137, Callao",No geocodificable,No encontrado,No encontrado
"Once 0 7, Ventanilla",No geocodificable,No encontrado,No encontrado
Oro S/N 0,No geocodificable,No encontrado,No encontrado
Ortis Arrieta,No geocodificable,No encontrado,No encontrado
Ortiz Arrieta 365,No geocodificable,No encontrado,No encontrado
Ortiz Arrieta 769,No geocodificable,No encontrado,No encontrado
"Oscar R. Benavides 598, Pueblo Nuevo",No geocodificable,No encontrado,No encontrado
"Otr . M41 L3 3, Moro",No geocodificable,No encontrado,No encontrado
"Otr . M-F2 L-21 0 21, Ate",No geocodificable,No encontrado,No encontrado
"Otr . M-H3 L-19 19, Ventanilla",No geocodificable,No encontrado,No encontrado
"Otr Ah.Tacala Mf3 L16 16, Castilla",No geocodificable,No encontrado,No encontrado
"Otr Ambul. Nueva P-4 0, Ate",No geocodificable,No encontrado,No encontrado
"Otr Asoc. Municipales M-H L-10 0 10, Jesus Nazareno",No geocodificable,No encontrado,No encontrado
"Otr Barrio Nuevo Mb L4 4, Vitor",No geocodificable,No encontrado,No encontrado
"Otr C.C. El Alamo P-92 0, Callao",No geocodificable,No encontrado,No encontrado
"Otr C.C. El Alamo P-200 0, Callao",No geocodificable,No encontrado,No encontrado
"Otr Huayna Capac N1601 1601, Castilla",No geocodificable,No encontrado,No encontrado
"Otr La Pradera M-B-1 L-A A, Santiago",No geocodificable,No encontrado,No encontrado
"Otr Larapa Grande M-I-3 L-8B 8B, San Jeronimo",No geocodificable,No encontrado,No encontrado
"Otr Las Casuarinas Ns/N Mb L S/N 11, Independencia",No geocodificable,No encontrado,No encontrado
"Otr Los Laureles Mx L2 0 2, Jose Luis Bustamante",No geocodificable,No encontrado,No encontrado
"Otr Los Trigales M-F L-2 0 2, San Jeronimo",No geocodificable,No encontrado,No encontrado
"Otr Mcdo Mayorista Psto 120 ., Veintiseis De Octubr",No geocodificable,No encontrado,No encontrado
"Otr Mdo.Jauja P-2, Jauja",No geocodificable,No encontrado,No encontrado
"Otr Mercadillo Bellavista Ic1 0 C1, Bellavista",No geocodificable,No encontrado,No encontrado
"Otr Mercado P9 S/N, Independencia",No geocodificable,No encontrado,No encontrado
"Otr Mercado P28 P/28, Independencia",No geocodificable,No encontrado,No encontrado
"Otr Mercfepa Ps/N S/N, Jose Luis Bustamante",No geocodificable,No encontrado,No encontrado
"Otr Nueva Alta N-S/N S/N, Anta",No geocodificable,No encontrado,No encontrado
"Otr Pam Norte/Barrio Nuevo Ns S/N, Vitor",No geocodificable,No encontrado,No encontrado
"Otr Psto.Mercado Nicrupampa P S/N, Independencia",No geocodificable,No encontrado,No encontrado
"Otr Tda. Comercial M-G1 L-38 S/N 38, Ventanilla",No geocodificable,No encontrado,No encontrado
"Otr Urb.Autoconstruccion Mb L 6, Santa",No geocodificable,No encontrado,No encontrado
"Otr Urb.San Martin De Porras M 8, San Jeronimo",No geocodificable,No encontrado,No encontrado
"Otr.Centro Santa Centro Civic 1 G, Santa",No geocodificable,No encontrado,No encontrado
"Otro . 9, Ate",No geocodificable,No encontrado,No encontrado
"P.J.Caminos Del Inca 2 E, Jacobo Hunter",No geocodificable,No encontrado,No encontrado
"P.J.Capilla 10 D, Samanco",No geocodificable,No encontrado,No encontrado
"P.J.Fray Martin De Porres 15 J, Casma",No geocodificable,No encontrado,No encontrado
"P.J.Independencia 5 B O, Santiago",No geocodificable,No encontrado,No encontrado
"P.J.Javier Heraud 2 D´, Santa",No geocodificable,No encontrado,No encontrado
"P.J.Javier Heraud 11 C, Santa",No geocodificable,No encontrado,No encontrado
"P.J.Jose De San Martin 17 7, Alto De La Alianza",No geocodificable,No encontrado,No encontrado
"P.J.Tacalad 416, Castilla",No geocodificable,No encontrado,No encontrado
"P.J.Victor Andres Belaunde 10 M1, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"P.J.Victor R.H.De La Torre 02 A, La Victoria",No geocodificable,No encontrado,No encontrado
"P.J.Villa El Paraiso 6 B4, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Pachacamilla 0 157, Callao",No geocodificable,No encontrado,No encontrado
"Pachacuteq 1, Santiago",No geocodificable,No encontrado,No encontrado
"Pacifico 0 13, Bellavista",No geocodificable,No encontrado,No encontrado
"Pacifico 0 14, Bellavista",No geocodificable,No encontrado,No encontrado
"Pacifico 0 A 10, Bellavista",No geocodificable,No encontrado,No encontrado
"Pacifico 0 G4- G5, Bellavista",No geocodificable,No encontrado,No encontrado
"Pacifico 13, La Perla",No geocodificable,No encontrado,No encontrado
"Pacifico 16, La Perla",No geocodificable,No encontrado,No encontrado
"Pacifico 218, La Perla",No geocodificable,No encontrado,No encontrado
"Pacifico 297, La Perla",No geocodificable,No encontrado,No encontrado
"Pacifico 320, La Perla",No geocodificable,No encontrado,No encontrado
"Pacifico . 16-17, Bellavista",No geocodificable,No encontrado,No encontrado
"Pacifico . I 12, Bellavista",No geocodificable,No encontrado,No encontrado
"Panamericana 92, Vista Alegre",No geocodificable,No encontrado,No encontrado
"Panamericana 1533, Chao",No geocodificable,No encontrado,No encontrado
"Panamericana Km. 761 0, La Victoria",No geocodificable,No encontrado,No encontrado
Paquito 0,No geocodificable,No encontrado,No encontrado
"Par Bellavista Ns/N S/N, Bellavista",No geocodificable,No encontrado,No encontrado
"Par C.C. El Alamo P-96 0, Callao",No geocodificable,No encontrado,No encontrado
"Par Cahuide N1078 0, La Perla",No geocodificable,No encontrado,No encontrado
"Par Cahuide N1078 1078, La Perla",No geocodificable,No encontrado,No encontrado
"Par Cahuide Psn 0, La Perla",No geocodificable,No encontrado,No encontrado
"Par La Nueva Familia P2 0, La Perla",No geocodificable,No encontrado,No encontrado
"Par La Nueva Familia P4 ., La Perla",No geocodificable,No encontrado,No encontrado
"Par Pasaje Mdo San J Grande L- 0 ., San Juan De Miraflor",No geocodificable,No encontrado,No encontrado
"Par Todos Unidos N-S/N S/N, Callao",No geocodificable,No encontrado,No encontrado
"Parad Sr. De Los Milagros 230, Coronel Gregorio Alb",No geocodificable,No encontrado,No encontrado
"Parada Los Cedros Mdo Nazarett 0, La Esperanza",No geocodificable,No encontrado,No encontrado
Parada Municipal 30,No geocodificable,No encontrado,No encontrado
Parada Municipal 47,No geocodificable,No encontrado,No encontrado
Parada Municipal 220,No geocodificable,No encontrado,No encontrado
Parada Municipal - Psto 5,No geocodificable,No encontrado,No encontrado
Parada Municipal - Psto 8,No geocodificable,No encontrado,No encontrado
Parada Municipal - Psto 10,No geocodificable,No encontrado,No encontrado
Parada Municipal - Psto 26,No geocodificable,No encontrado,No encontrado
Parada Municipal - Psto 41609,No geocodificable,No encontrado,No encontrado
Parada Municipal Pto 13 0,No geocodificable,No encontrado,No encontrado
Parada Municipal Pto 19,No geocodificable,No encontrado,No encontrado
Parada Municipal  Pto 21,No geocodificable,No encontrado,No encontrado
Parada Municipal Pto 45,No geocodificable,No encontrado,No encontrado
Parada Municipal Pto N  5,No geocodificable,No encontrado,No encontrado
Parada Municipal  Pto N 37,No geocodificable,No encontrado,No encontrado
Parada Municipal Puesto 7,No geocodificable,No encontrado,No encontrado
Parada Municipal Puesto 31 Blo 0,No geocodificable,No encontrado,No encontrado
Parada Municipal Puesto Numero 0,No geocodificable,No encontrado,No encontrado
Parada Municipal S/N,No geocodificable,No encontrado,No encontrado
Parada Municipal S/N 0,No geocodificable,No encontrado,No encontrado
"Parada San Martin 0, Casma",No geocodificable,No encontrado,No encontrado
"Parada San Martin 44, Casma",No geocodificable,No encontrado,No encontrado
"Parada San Martin Psto.4950 0, Casma",No geocodificable,No encontrado,No encontrado
"Parada San Martin Pston 06 0, Casma",No geocodificable,No encontrado,No encontrado
"Parada San Martin Pt.95 0, Casma",No geocodificable,No encontrado,No encontrado
"Parada San Martin Pt.131 0, Casma",No geocodificable,No encontrado,No encontrado
"Parada San Martin S/N 0, Casma",No geocodificable,No encontrado,No encontrado
"Parada San Martin Sn 0, Casma",No geocodificable,No encontrado,No encontrado
"Paradero 14 , Mza. U , Lote 1, Moche",No geocodificable,No encontrado,No encontrado
"Paradero Turistico Felipon ., San Pedro",No geocodificable,No encontrado,No encontrado
"Paraguay 13, Chao",No geocodificable,No encontrado,No encontrado
"Pardo 0 2 Y 3, La Punta",No geocodificable,No encontrado,No encontrado
"Parque Industrial 0 A 6, Chiclayo",No geocodificable,No encontrado,No encontrado
"Parque Las Leyendas 402 1, San Miguel",No geocodificable,No encontrado,No encontrado
"Particular 0 43, Ventanilla",No geocodificable,No encontrado,No encontrado
"Particular 75, Ventanilla",No geocodificable,No encontrado,No encontrado
"Particular Pto 29 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Particular Pto 62 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Particular Tda 25 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Pasaje El Sol /Perez Salmon S/ 6 6, Callao",No geocodificable,No encontrado,No encontrado
"Paseo Landeo 160, Pampas",No geocodificable,No encontrado,No encontrado
"Paz Soldan 702, La Joya",No geocodificable,No encontrado,No encontrado
"Paz Soldan . 5B, La Joya",No geocodificable,No encontrado,No encontrado
"Pblo. Moro 11 51, Moro",No geocodificable,No encontrado,No encontrado
Pedro Cornejo S/N 0,No geocodificable,No encontrado,No encontrado
"Pedro Novoa 548, San Miguel",No geocodificable,No encontrado,No encontrado
"Pedro Novoa 578, San Miguel",No geocodificable,No encontrado,No encontrado
"Pedro Novoa 829, San Miguel",No geocodificable,No encontrado,No encontrado
"Pedro Novoa 888, San Miguel",No geocodificable,No encontrado,No encontrado
"Pedro Novoa ., San Miguel",No geocodificable,No encontrado,No encontrado
"Pedro Paiva 215, Callaria",No geocodificable,No encontrado,No encontrado
"Pedro R. Paiva, Callaria",No geocodificable,No encontrado,No encontrado
"Percy Mateo Pumacahua 0, Pampas",No geocodificable,No encontrado,No encontrado
"Peru 19, Santiago",No geocodificable,No encontrado,No encontrado
"Pierola 101A, Camana",No geocodificable,No encontrado,No encontrado
"Pimentel 0 6, Pimentel",No geocodificable,No encontrado,No encontrado
"Pinto Sn 7, Alto De La Alianza",No geocodificable,No encontrado,No encontrado
Pista Principal 0,No geocodificable,No encontrado,No encontrado
"Pista Principal 0, Lucre",No geocodificable,No encontrado,No encontrado
"Pista Principal Pongo?A S/N, Acopia",No geocodificable,No encontrado,No encontrado
"Pizarro 822, Trujillo",No geocodificable,No encontrado,No encontrado
"Plataf.Baja Secc.Granos Mercad 0 S/N, Bellavista",No geocodificable,No encontrado,No encontrado
"Plataforma Arica Sn 378, Chiclayo",No geocodificable,No encontrado,No encontrado
"Plataforma B-1 0 20, Cerro Colorado",No geocodificable,No encontrado,No encontrado
Playa  Costado Terminal S/N,No geocodificable,No encontrado,No encontrado
"Plaza De Armas 0, San Pedro",No geocodificable,No encontrado,No encontrado
"Plaza De Armas 166, Namora",No geocodificable,No encontrado,No encontrado
"Plaza Principal 0, Sancos",No geocodificable,No encontrado,No encontrado
Plaza Principal S/N 0,No geocodificable,No encontrado,No encontrado
"Plaza Sondor 0, Coya",No geocodificable,No encontrado,No encontrado
Plazoleta 0,No geocodificable,No encontrado,No encontrado
"Plz Cementerio N106A 106A, Jose Luis Bustamante",No geocodificable,No encontrado,No encontrado
"Poblado De Moro 12 35, Moro",No geocodificable,No encontrado,No encontrado
"Por Manzana 0 13, Bellavista",No geocodificable,No encontrado,No encontrado
"Porras Barronechea 381, Jesus Nazareno",No geocodificable,No encontrado,No encontrado
"Porvenir S/N . 13, Atico",No geocodificable,No encontrado,No encontrado
"Porvenir Sn, Independencia",No geocodificable,No encontrado,No encontrado
Pozo De Lizas S/N Lautillos 0,No geocodificable,No encontrado,No encontrado
"Precursores 1, Santiago",No geocodificable,No encontrado,No encontrado
"Primavera 59, Pedro Galvez",No geocodificable,No encontrado,No encontrado
"Primavera S/N, Oropesa",No geocodificable,No encontrado,No encontrado
"Primera Planta 4, Atico",No geocodificable,No encontrado,No encontrado
"Principal 1, Ventanilla",No geocodificable,No encontrado,No encontrado
"Pro Fte Grau Miguel 142 N. ., Pueblo Nuevo",No geocodificable,No encontrado,No encontrado
"Pro. 28 De Julio 270, San Miguel",No geocodificable,No encontrado,No encontrado
"Pro.Jose Carlos Mariateguiapv.Aguila De Oro 1 D, San Jeronimo",No geocodificable,No encontrado,No encontrado
Proceres 102,No geocodificable,No encontrado,No encontrado
"Productores 0 20, Callaria",No geocodificable,No encontrado,No encontrado
"Profesionales 1, Santiago",No geocodificable,No encontrado,No encontrado
"Prog. De Viv. Canevaro De 26, San Juan De Miraflor",No geocodificable,No encontrado,No encontrado
"Prog. Hab. Las Garza 09 A, Callao",No geocodificable,No encontrado,No encontrado
"Programa Municipal 3A, Coronel Gregorio Alb",No geocodificable,No encontrado,No encontrado
"Prol. La Cultura 0 12, San Jeronimo",No geocodificable,No encontrado,No encontrado
Prol. Manco Capac 136,No geocodificable,No encontrado,No encontrado
"Prol. Ricardo Palma S/N ., Yonan",No geocodificable,No encontrado,No encontrado
Prol. San Martin 109,No geocodificable,No encontrado,No encontrado
"Prolg. Revilla Perez 445, Cajamarca",No geocodificable,No encontrado,No encontrado
"Prolog Bolognesi 0 2, Reque",No geocodificable,No encontrado,No encontrado
Prolog. Garcilazo De La Vega 728,No geocodificable,No encontrado,No encontrado
"Prolong Macash S/N 0, Moro",No geocodificable,No encontrado,No encontrado
"Prolong. Centro Civico 0, Casma",No geocodificable,No encontrado,No encontrado
"Prolong. Gonzales Prada 200, Moche",No geocodificable,No encontrado,No encontrado
"Prolong. Inca Roca M100 L5, La Victoria",No geocodificable,No encontrado,No encontrado
"Prolong. La Cultura 620, San Jeronimo",No geocodificable,No encontrado,No encontrado
"Prolong. Luis Orme O 201, Casma",No geocodificable,No encontrado,No encontrado
Prolong. Orellana Sn,No geocodificable,No encontrado,No encontrado
"Prolongacion 175, El Tambo",No geocodificable,No encontrado,No encontrado
Prolongacion Contisuyo 204,No geocodificable,No encontrado,No encontrado
Prolongacion Manuel Dela Aguil 126,No geocodificable,No encontrado,No encontrado
Promuvi Xii Villa Hermosa Mz M 0,No geocodificable,No encontrado,No encontrado
"Proviv111 1, Bellavista",No geocodificable,No encontrado,No encontrado
"Proyectista 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Psto. 96 Sector 1 S/N, Amarilis",No geocodificable,No encontrado,No encontrado
"Pto 168 Sector Comidas Mdo Sar 0, San Juan De Luriganc",No geocodificable,No encontrado,No encontrado
Pto Mercado  107 0,No geocodificable,No encontrado,No encontrado
"Pueblo Joven Manco Capac. . 4, Santiago",No geocodificable,No encontrado,No encontrado
"Pueblo Joven Triunfo Zona A . 7, La Joya",No geocodificable,No encontrado,No encontrado
"Pueblo Joven, Virgen Asunta D 16, Ica",No geocodificable,No encontrado,No encontrado
"Puente Pueblo Joven S/N ., Ocoña",No geocodificable,No encontrado,No encontrado
"Puerto De Palos 427, La Victoria",No geocodificable,No encontrado,No encontrado
Puesto 16 C.C. 16,No geocodificable,No encontrado,No encontrado
Puesto 17 - 18 --,No geocodificable,No encontrado,No encontrado
Puesto 26,No geocodificable,No encontrado,No encontrado
"Puesto 54, Rupa-Rupa",No geocodificable,No encontrado,No encontrado
"Puesto 220 Int.Mercado De 0, Castilla",No geocodificable,No encontrado,No encontrado
"Puesto 253 254 255, Castilla",No geocodificable,No encontrado,No encontrado
Puesto # 10 0,No geocodificable,No encontrado,No encontrado
Puesto A 11 Nro. . Mcdo Marisc 0,No geocodificable,No encontrado,No encontrado
"Puesto C459 ., Trujillo",No geocodificable,No encontrado,No encontrado
Puesto Camp  Ferial 0,No geocodificable,No encontrado,No encontrado
Puesto De Mercado 0,No geocodificable,No encontrado,No encontrado
"Puesto De Mercado 0, Sancos",No geocodificable,No encontrado,No encontrado
Puesto De Mercado 2,No geocodificable,No encontrado,No encontrado
Puesto De Mercado 3,No geocodificable,No encontrado,No encontrado
Puesto De Mercado N? 45 0,No geocodificable,No encontrado,No encontrado
Puesto Mercado 8,No geocodificable,No encontrado,No encontrado
Puesto Mercado 32,No geocodificable,No encontrado,No encontrado
Puesto Mercado 87,No geocodificable,No encontrado,No encontrado
Puesto Mercado 118,No geocodificable,No encontrado,No encontrado
"Puesto Mercado Interior N?4 1, Santo Tomas",No geocodificable,No encontrado,No encontrado
Puesto Mercado Parada Municipa 297,No geocodificable,No encontrado,No encontrado
Puesto Mercado Sn,No geocodificable,No encontrado,No encontrado
Puesto  N  36,No geocodificable,No encontrado,No encontrado
Puesto N? 02 2,No geocodificable,No encontrado,No encontrado
Puestro De Mercado 0,No geocodificable,No encontrado,No encontrado
"Pumacoto Panamer. Oco?A  S, Ocoña",No geocodificable,No encontrado,No encontrado
"Quechuas 98, Ate",No geocodificable,No encontrado,No encontrado
"Rafael Orellana 286, Comas",No geocodificable,No encontrado,No encontrado
Ramon Castilla 0,No geocodificable,No encontrado,No encontrado
"Ramon Castilla 0 3, La Perla",No geocodificable,No encontrado,No encontrado
"Ramon Castilla 0 S/N, La Perla",No geocodificable,No encontrado,No encontrado
"Ramon Castilla 6, La Perla",No geocodificable,No encontrado,No encontrado
"Ramon Castilla 173, Viru",No geocodificable,No encontrado,No encontrado
"Ramon Castilla 241, Viru",No geocodificable,No encontrado,No encontrado
Ramon Castilla 257,No geocodificable,No encontrado,No encontrado
"Ramon Castilla 660, San Luis",No geocodificable,No encontrado,No encontrado
"Ramon Castilla 895, Andres Avelino Cacer",No geocodificable,No encontrado,No encontrado
"Ramon Castilla 899 A, Andres Avelino Cacer",No geocodificable,No encontrado,No encontrado
"Ramon Castilla 909, Andres Avelino Cacer",No geocodificable,No encontrado,No encontrado
"Ramon Castilla 917, Andres Avelino Cacer",No geocodificable,No encontrado,No encontrado
"Ramon Castilla S/N 5, Carmen Alto",No geocodificable,No encontrado,No encontrado
Raymondi 218,No geocodificable,No encontrado,No encontrado
Raymondi - Cda 2,No geocodificable,No encontrado,No encontrado
Raymondi S/N - Pst 66,No geocodificable,No encontrado,No encontrado
Raymondy 0,No geocodificable,No encontrado,No encontrado
"Real 34, Saña",No geocodificable,No encontrado,No encontrado
"Real 206, Mala",No geocodificable,No encontrado,No encontrado
"Real 277, El Tambo",No geocodificable,No encontrado,No encontrado
"Real 388, El Tambo",No geocodificable,No encontrado,No encontrado
"Real 409, Mala",No geocodificable,No encontrado,No encontrado
"Real 483A 0, Mala",No geocodificable,No encontrado,No encontrado
"Real 673, Saña",No geocodificable,No encontrado,No encontrado
"Record Palza Pto 313 313, Breña",No geocodificable,No encontrado,No encontrado
"Recreo Los Girasoles 0 3, Moro",No geocodificable,No encontrado,No encontrado
"Renovacion . 10, Yonan",No geocodificable,No encontrado,No encontrado
"Republica De Argentina 3520, Callao",No geocodificable,No encontrado,No encontrado
"Republica Dominicana 148, Trujillo",No geocodificable,No encontrado,No encontrado
"Revolucion 2135, El Porvenir",No geocodificable,No encontrado,No encontrado
"Ricardo Menendez 580, El Tambo",No geocodificable,No encontrado,No encontrado
"Ricardo Palma 0 23, Santa",No geocodificable,No encontrado,No encontrado
"Ricardo Palma 184, Concepcion",No geocodificable,No encontrado,No encontrado
"Ricardo Palma 255, Yonan",No geocodificable,No encontrado,No encontrado
Ricardo Palma 400,No geocodificable,No encontrado,No encontrado
"Ricardo Palma 703, Matara",No geocodificable,No encontrado,No encontrado
"Ricardo Palma 706, Matara",No geocodificable,No encontrado,No encontrado
Ricardo Palma C-03,No geocodificable,No encontrado,No encontrado
"Ricardo Palma S/N, Sivia",No geocodificable,No encontrado,No encontrado
Rimac 857,No geocodificable,No encontrado,No encontrado
"Rinconada 0 24, Santa",No geocodificable,No encontrado,No encontrado
"Rinconada Psto.N 21 0, Santa",No geocodificable,No encontrado,No encontrado
Rioja Mz 42 Lote 7A,No geocodificable,No encontrado,No encontrado
"Rios 130, Callao",No geocodificable,No encontrado,No encontrado
"Riso 300, San Luis",No geocodificable,No encontrado,No encontrado
Roberto Segura 0,No geocodificable,No encontrado,No encontrado
Roberto Segura - Psto 97,No geocodificable,No encontrado,No encontrado
"Rocopata 19, Santiago",No geocodificable,No encontrado,No encontrado
"Romeritos 0, San Jeronimo",No geocodificable,No encontrado,No encontrado
"Royal Pto. 6 6, San Luis",No geocodificable,No encontrado,No encontrado
"S 4, Ventanilla",No geocodificable,No encontrado,No encontrado
"S/N 0 11, Callao",No geocodificable,No encontrado,No encontrado
"S/N5, Jacobo Hunter",No geocodificable,No encontrado,No encontrado
"Saavedra Pi?On 2549, Lima",No geocodificable,No encontrado,No encontrado
"Saenz Pe A 0 3, Santa",No geocodificable,No encontrado,No encontrado
"Saenz Pe?A 0 3, Santa",No geocodificable,No encontrado,No encontrado
"Saenz Pe?A 0 3, Villa Maria Del Triu",No geocodificable,No encontrado,No encontrado
"Salida A Espinar 1, Santo Tomas",No geocodificable,No encontrado,No encontrado
"Salvador Allende 0 33, Callaria",No geocodificable,No encontrado,No encontrado
"Samuel Pastor 510, Samuel Pastor",No geocodificable,No encontrado,No encontrado
"Samuel Pastor 1015, Samuel Pastor",No geocodificable,No encontrado,No encontrado
"San Antonio 109, Samuel Pastor",No geocodificable,No encontrado,No encontrado
"San Carlos 315, El Porvenir",No geocodificable,No encontrado,No encontrado
"San Eugenio 112, Villa Maria Del Triu",No geocodificable,No encontrado,No encontrado
"San Isidro 0 40, Pueblo Nuevo",No geocodificable,No encontrado,No encontrado
"San Jorge Pto 68 0, Callao",No geocodificable,No encontrado,No encontrado
"San Judas 1, San Martin De Porres",No geocodificable,No encontrado,No encontrado
"San Leonardo 349, Imperial",No geocodificable,No encontrado,No encontrado
"San Leonardo 421, Imperial",No geocodificable,No encontrado,No encontrado
"San Leonardo 507, Imperial",No geocodificable,No encontrado,No encontrado
"San Leonardo 520, Imperial",No geocodificable,No encontrado,No encontrado
"San Leonardo 535, Imperial",No geocodificable,No encontrado,No encontrado
"San Leonardo 546, Imperial",No geocodificable,No encontrado,No encontrado
"San Marcos . 11, Pedro Galvez",No geocodificable,No encontrado,No encontrado
"San Marcos . 24, Pedro Galvez",No geocodificable,No encontrado,No encontrado
"San Marcos . 121, Pedro Galvez",No geocodificable,No encontrado,No encontrado
"San Marcos . 126, Pedro Galvez",No geocodificable,No encontrado,No encontrado
"San Martin 0 5, Tupac Amaru Inca",No geocodificable,No encontrado,No encontrado
"San Martin 0, Pampas",No geocodificable,No encontrado,No encontrado
"San Martin 112, San Jeronimo",No geocodificable,No encontrado,No encontrado
"San Martin 180, San Jeronimo",No geocodificable,No encontrado,No encontrado
"San Martin 212 0, Santo Tomas",No geocodificable,No encontrado,No encontrado
San Martin 624,No geocodificable,No encontrado,No encontrado
"San Martin Cd 5 0, Olmos",No geocodificable,No encontrado,No encontrado
"San Martin Cd 8 0, Olmos",No geocodificable,No encontrado,No encontrado
"San Martin De Porres 0 3, Jacobo Hunter",No geocodificable,No encontrado,No encontrado
"San Martin De Porres 1, Jacobo Hunter",No geocodificable,No encontrado,No encontrado
"San Martin De Porres 6, Jacobo Hunter",No geocodificable,No encontrado,No encontrado
"San Martin De Porres 17, Jacobo Hunter",No geocodificable,No encontrado,No encontrado
"San Martin De Porres . 12, Jacobo Hunter",No geocodificable,No encontrado,No encontrado
"San Martin De Porres . 15, Jacobo Hunter",No geocodificable,No encontrado,No encontrado
"San Martin N 117, Vice",No geocodificable,No encontrado,No encontrado
"San Martin Pt.95 0, Casma",No geocodificable,No encontrado,No encontrado
"San Martin S/N 0, San Jeronimo",No geocodificable,No encontrado,No encontrado
"San Martin S/N 0, Santo Tomas",No geocodificable,No encontrado,No encontrado
"San Martin S/N 28, Callao",No geocodificable,No encontrado,No encontrado
"San Martin S/N, Espinar",No geocodificable,No encontrado,No encontrado
"San Martin S/Ncalca 246, Lamay",No geocodificable,No encontrado,No encontrado
"San Martin, Palca",No geocodificable,No encontrado,No encontrado
"San Martincalcayanatile 368, Coya",No geocodificable,No encontrado,No encontrado
"San Miguel 248 A, Huanta",No geocodificable,No encontrado,No encontrado
"San Norero 230, El Tambo",No geocodificable,No encontrado,No encontrado
"San Pedro 128, Bellavista",No geocodificable,No encontrado,No encontrado
"San Pedro P45 0, Bellavista",No geocodificable,No encontrado,No encontrado
"San Pedro Pto. 8, Ventanilla",No geocodificable,No encontrado,No encontrado
"Santa Catalina, Mza. 4 , Lote 14, Moche",No geocodificable,No encontrado,No encontrado
"Santa Cecilia 0, Olmos",No geocodificable,No encontrado,No encontrado
Santa Cecilia - Psto 43747,No geocodificable,No encontrado,No encontrado
Santa Celia - Psto 8,No geocodificable,No encontrado,No encontrado
Santa Celia - Puesto 1,No geocodificable,No encontrado,No encontrado
Santa Celia - Puesto 31,No geocodificable,No encontrado,No encontrado
